Quantity,Unit_Price,Discount,Year,Month,Quarter,Day,Day_of_Week_Number,Gross_Sales,Discount_Amount,Net_Unit_Price,Category,Region,Sales
2,1843.53,0.0,2025,5,2,2,4,3687.06,0.0,1843.53,Furniture,West,3687.06
2,1837.88,0.15,2025,5,2,3,5,3675.76,551.364,1562.2,Furniture,West,3124.4
2,3178.86,0.15,2025,5,2,3,5,6357.72,953.658,2702.03,Accessories,Central,5404.06
1,22392.72,0.15,2025,5,2,3,5,22392.72,3358.908,19033.81,Electronics,West,19033.81
2,3377.18,0.0,2025,5,2,3,5,6754.36,0.0,3377.18,Accessories,East,6754.36
6,85449.48,0.15,2025,5,2,3,5,512696.88,76904.53199999999,72632.05833333333,Electronics,Central,435792.35
2,6527.05,0.1,2025,5,2,3,5,13054.1,1305.41,5874.345,Accessories,West,11748.69
1,66700.02,0.05,2025,5,2,3,5,66700.02,3335.001,63365.02,Electronics,North,63365.02
2,442.4,0.2,2025,5,2,3,5,884.8,176.96,353.92,Stationery,West,707.84
4,6543.87,0.15,2025,5,2,3,5,26175.48,3926.3219999999997,5562.29,Accessories,South,22249.16
1,65916.97,0.05,2025,5,2,3,5,65916.97,3295.8485,62621.12,Electronics,North,62621.12
5,84043.81,0.05,2025,5,2,3,5,420219.05,21010.9525,79841.62,Electronics,Central,399208.1
1,1797.89,0.25,2025,5,2,4,6,1797.89,449.4725,1348.42,Furniture,Central,1348.42
2,63239.42,0.2,2025,5,2,4,6,126478.84,25295.768,50591.535,Electronics,North,101183.07
1,20581.73,0.15,2025,5,2,4,6,20581.73,3087.2594999999997,17494.47,Electronics,Central,17494.47
7,8671.8,0.0,2025,5,2,4,6,60702.59999999999,0.0,8671.8,Furniture,South,60702.6
5,5529.78,0.1,2025,5,2,4,6,27648.899999999998,2764.89,4976.802,Furniture,North,24884.01
5,7115.77,0.05,2025,5,2,4,6,35578.850000000006,1778.9425000000003,6759.982000000001,Furniture,West,33799.91
3,12948.16,0.15,2025,5,2,4,6,38844.479999999996,5826.672,11005.936666666666,Office Supplies,Central,33017.81
1,20000.32,0.15,2025,5,2,4,6,20000.32,3000.048,17000.27,Electronics,South,17000.27
7,8861.23,0.1,2025,5,2,4,6,62028.61,6202.861000000001,7975.107142857143,Furniture,West,55825.75
2,1818.79,0.05,2025,5,2,4,6,3637.58,181.87900000000002,1727.85,Stationery,West,3455.7
2,6240.07,0.15,2025,5,2,4,6,12480.14,1872.0209999999997,5304.06,Accessories,West,10608.12
5,22583.25,0.0,2025,5,2,4,6,112916.25,0.0,22583.25,Electronics,North,112916.25
2,28783.1,0.15,2025,5,2,4,6,57566.2,8634.929999999998,24465.635,Electronics,East,48931.27
2,1681.37,0.1,2025,5,2,4,6,3362.74,336.274,1513.235,Furniture,West,3026.47
2,258.64,0.0,2025,5,2,5,0,517.28,0.0,258.64,Stationery,West,517.28
2,883.16,0.05,2025,5,2,5,0,1766.32,88.316,839.0,Office Supplies,South,1678.0
2,451.63,0.05,2025,5,2,5,0,903.26,45.163000000000004,429.05,Stationery,Central,858.1
1,64476.31,0.1,2025,5,2,5,0,64476.31,6447.631,58028.68,Electronics,North,58028.68
1,89576.25,0.2,2025,5,2,5,0,89576.25,17915.25,71661.0,Electronics,West,71661.0
5,3270.2,0.2,2025,5,2,5,0,16351.0,3270.2000000000003,2616.16,Accessories,West,13080.8
4,226.45,0.1,2025,5,2,5,0,905.8,90.58,203.805,Stationery,Central,815.22
1,3123.04,0.0,2025,5,2,5,0,3123.04,0.0,3123.04,Accessories,East,3123.04
4,6615.44,0.0,2025,5,2,5,0,26461.76,0.0,6615.44,Accessories,East,26461.76
5,32683.48,0.15,2025,5,2,5,0,163417.4,24512.609999999997,27780.958000000002,Electronics,South,138904.79
2,21455.88,0.0,2025,5,2,5,0,42911.76,0.0,21455.88,Electronics,South,42911.76
1,64169.27,0.15,2025,5,2,5,0,64169.27,9625.3905,54543.88,Electronics,South,54543.88
4,892.03,0.0,2025,5,2,5,0,3568.12,0.0,892.03,Office Supplies,West,3568.12
6,8500.17,0.05,2025,5,2,5,0,51001.020000000004,2550.0510000000004,8075.161666666667,Furniture,North,48450.97
3,1785.5,0.25,2025,5,2,6,1,5356.5,1339.125,1339.1266666666668,Stationery,West,4017.38
3,1741.29,0.1,2025,5,2,6,1,5223.87,522.3870000000001,1567.1599999999999,Furniture,West,4701.48
1,824.4,0.0,2025,5,2,6,1,824.4,0.0,824.4,Office Supplies,North,824.4
2,853.36,0.2,2025,5,2,6,1,1706.72,341.34400000000005,682.69,Office Supplies,West,1365.38
1,13133.7,0.1,2025,5,2,6,1,13133.7,1313.3700000000001,11820.33,Office Supplies,South,11820.33
2,81072.98,0.15,2025,5,2,6,1,162145.96,24321.893999999997,68912.035,Electronics,North,137824.07
7,91932.68,0.1,2025,5,2,7,2,643528.76,64352.876000000004,82739.41142857143,Electronics,North,579175.88
2,3112.7,0.0,2025,5,2,7,2,6225.4,0.0,3112.7,Accessories,West,6225.4
3,5566.54,0.0,2025,5,2,7,2,16699.62,0.0,5566.54,Furniture,North,16699.62
4,1783.82,0.1,2025,5,2,7,2,7135.28,713.528,1605.4375,Office Supplies,South,6421.75
1,9038.77,0.0,2025,5,2,7,2,9038.77,0.0,9038.77,Furniture,East,9038.77
7,28836.1,0.15,2025,5,2,7,2,201852.69999999998,30277.904999999995,24510.68571428571,Electronics,West,171574.8
2,1747.42,0.1,2025,5,2,7,2,3494.84,349.48400000000004,1572.68,Furniture,West,3145.36
1,22783.64,0.25,2025,5,2,7,2,22783.64,5695.91,17087.73,Electronics,North,17087.73
5,8629.86,0.2,2025,5,2,7,2,43149.3,8629.86,6903.888000000001,Furniture,Central,34519.44
2,8451.62,0.1,2025,5,2,7,2,16903.24,1690.3240000000003,7606.46,Furniture,North,15212.92
3,28278.87,0.05,2025,5,2,7,2,84836.61,4241.8305,26864.926666666666,Electronics,South,80594.78
5,31629.56,0.1,2025,5,2,7,2,158147.80000000002,15814.780000000002,28466.604,Electronics,North,142333.02
1,60836.22,0.15,2025,5,2,7,2,60836.22,9125.432999999999,51710.79,Electronics,North,51710.79
3,81084.83,0.2,2025,5,2,8,3,243254.49,48650.898,64867.863333333335,Electronics,West,194603.59
2,1739.61,0.1,2025,5,2,8,3,3479.22,347.922,1565.65,Office Supplies,South,3131.3
1,5495.26,0.1,2025,5,2,8,3,5495.26,549.5260000000001,4945.73,Furniture,East,4945.73
4,3235.97,0.0,2025,5,2,8,3,12943.88,0.0,3235.97,Accessories,South,12943.88
2,22721.01,0.15,2025,5,2,8,3,45442.02,6816.302999999999,19312.86,Electronics,South,38625.72
7,1838.17,0.1,2025,5,2,8,3,12867.19,1286.719,1654.3528571428571,Furniture,South,11580.47
2,455.86,0.15,2025,5,2,8,3,911.72,136.758,387.48,Stationery,West,774.96
4,29624.15,0.2,2025,5,2,8,3,118496.6,23699.320000000003,23699.32,Electronics,North,94797.28
1,1893.11,0.05,2025,5,2,8,3,1893.11,94.6555,1798.45,Stationery,North,1798.45
3,3309.94,0.1,2025,5,2,8,3,9929.82,992.982,2978.9466666666667,Accessories,Central,8936.84
1,12801.6,0.2,2025,5,2,8,3,12801.6,2560.32,10241.28,Office Supplies,North,10241.28
2,1877.84,0.1,2025,5,2,8,3,3755.68,375.568,1690.055,Furniture,North,3380.11
5,1689.23,0.15,2025,5,2,9,4,8446.15,1266.9225,1435.846,Stationery,Central,7179.23
7,8735.42,0.1,2025,5,2,9,4,61147.94,6114.794000000001,7861.878571428571,Furniture,North,55033.15
2,63738.02,0.1,2025,5,2,9,4,127476.04,12747.604,57364.22,Electronics,South,114728.44
1,1739.83,0.0,2025,5,2,9,4,1739.83,0.0,1739.83,Stationery,Central,1739.83
1,64688.86,0.0,2025,5,2,9,4,64688.86,0.0,64688.86,Electronics,North,64688.86
3,28469.15,0.0,2025,5,2,9,4,85407.45000000001,0.0,28469.149999999998,Electronics,Central,85407.45
2,1845.33,0.05,2025,5,2,9,4,3690.66,184.53300000000002,1753.065,Furniture,West,3506.13
3,1887.68,0.0,2025,5,2,9,4,5663.04,0.0,1887.68,Stationery,South,5663.04
5,6840.12,0.05,2025,5,2,9,4,34200.6,1710.03,6498.114,Furniture,West,32490.57
3,3288.51,0.05,2025,5,2,10,5,9865.53,493.27650000000006,3124.0833333333335,Accessories,North,9372.25
2,3244.98,0.0,2025,5,2,10,5,6489.96,0.0,3244.98,Accessories,North,6489.96
3,1743.02,0.1,2025,5,2,10,5,5229.0599999999995,522.906,1568.7166666666665,Furniture,South,4706.15
2,4952.39,0.15,2025,5,2,10,5,9904.78,1485.717,4209.53,Accessories,East,8419.06
7,7040.09,0.0,2025,5,2,10,5,49280.630000000005,0.0,7040.089999999999,Furniture,North,49280.63
3,4189.68,0.2,2025,5,2,10,5,12569.04,2513.8080000000004,3351.7433333333333,Accessories,North,10055.23
2,31461.07,0.1,2025,5,2,10,5,62922.14,6292.214,28314.965,Electronics,East,56629.93
5,64332.12,0.05,2025,5,2,11,6,321660.60000000003,16083.030000000002,61115.514,Electronics,South,305577.57
4,1818.41,0.05,2025,5,2,11,6,7273.64,363.682,1727.49,Office Supplies,West,6909.96
2,8106.43,0.0,2025,5,2,11,6,16212.86,0.0,8106.43,Furniture,North,16212.86
7,22175.05,0.15,2025,5,2,11,6,155225.35,23283.8025,18848.792857142857,Electronics,Central,131941.55
2,463.11,0.0,2025,5,2,11,6,926.22,0.0,463.11,Stationery,Central,926.22
2,11814.63,0.1,2025,5,2,11,6,23629.26,2362.926,10633.165,Office Supplies,West,21266.33
3,1808.98,0.0,2025,5,2,11,6,5426.9400000000005,0.0,1808.9799999999998,Furniture,Central,5426.94
3,12336.49,0.05,2025,5,2,11,6,37009.47,1850.4735,11719.666666666666,Office Supplies,South,35159.0
2,1863.35,0.05,2025,5,2,12,0,3726.7,186.335,1770.18,Office Supplies,West,3540.36
1,1823.83,0.1,2025,5,2,12,0,1823.83,182.383,1641.45,Stationery,South,1641.45
6,8132.53,0.15,2025,5,2,12,0,48795.18,7319.277,6912.650000000001,Furniture,East,41475.9
2,6377.33,0.0,2025,5,2,12,0,12754.66,0.0,6377.33,Accessories,South,12754.66
1,21820.11,0.1,2025,5,2,12,0,21820.11,2182.011,19638.1,Electronics,East,19638.1
1,260.2,0.0,2025,5,2,12,0,260.2,0.0,260.2,Stationery,West,260.2
5,27914.32,0.1,2025,5,2,12,0,139571.6,13957.160000000002,25122.888,Electronics,North,125614.44
8,247.59,0.15,2025,5,2,13,1,1980.72,297.108,210.45125,Stationery,North,1683.61
3,4368.67,0.1,2025,5,2,13,1,13106.01,1310.601,3931.8033333333333,Accessories,South,11795.41
2,3283.88,0.2,2025,5,2,13,1,6567.76,1313.5520000000001,2627.105,Accessories,West,5254.21
4,22890.95,0.2,2025,5,2,13,1,91563.8,18312.760000000002,18312.76,Electronics,South,73251.04
5,1776.35,0.15,2025,5,2,13,1,8881.75,1332.2625,1509.898,Stationery,North,7549.49
6,1743.73,0.05,2025,5,2,13,1,10462.380000000001,523.119,1656.5433333333333,Office Supplies,Central,9939.26
6,7197.97,0.25,2025,5,2,13,1,43187.82,10796.955,5398.4766666666665,Furniture,South,32390.86
7,6941.72,0.05,2025,5,2,13,1,48592.04,2429.6020000000003,6594.634285714286,Furniture,North,46162.44
1,436.41,0.0,2025,5,2,13,1,436.41,0.0,436.41,Stationery,East,436.41
2,1869.39,0.2,2025,5,2,13,1,3738.78,747.7560000000001,1495.51,Furniture,East,2991.02
1,6359.78,0.0,2025,5,2,13,1,6359.78,0.0,6359.78,Accessories,North,6359.78
3,444.67,0.0,2025,5,2,13,1,1334.01,0.0,444.67,Stationery,South,1334.01
2,31245.45,0.0,2025,5,2,13,1,62490.9,0.0,31245.45,Electronics,North,62490.9
7,85843.11,0.0,2025,5,2,13,1,600901.77,0.0,85843.11,Electronics,Central,600901.77
2,12759.44,0.0,2025,5,2,14,2,25518.88,0.0,12759.44,Office Supplies,East,25518.88
1,6397.98,0.1,2025,5,2,14,2,6397.98,639.798,5758.18,Accessories,East,5758.18
1,6799.5,0.0,2025,5,2,14,2,6799.5,0.0,6799.5,Furniture,Central,6799.5
1,21545.14,0.1,2025,5,2,14,2,21545.14,2154.514,19390.63,Electronics,North,19390.63
1,12050.83,0.0,2025,5,2,14,2,12050.83,0.0,12050.83,Office Supplies,South,12050.83
4,6270.11,0.15,2025,5,2,14,2,25080.44,3762.066,5329.5925,Accessories,Central,21318.37
2,444.71,0.05,2025,5,2,14,2,889.42,44.471000000000004,422.475,Stationery,West,844.95
5,453.43,0.2,2025,5,2,14,2,2267.15,453.43000000000006,362.744,Stationery,West,1813.72
1,22118.92,0.1,2025,5,2,14,2,22118.92,2211.892,19907.03,Electronics,West,19907.03
4,6545.53,0.15,2025,5,2,14,2,26182.12,3927.3179999999998,5563.7,Accessories,North,22254.8
1,85383.49,0.1,2025,5,2,14,2,85383.49,8538.349,76845.14,Electronics,East,76845.14
3,5223.27,0.1,2025,5,2,14,2,15669.810000000001,1566.9810000000002,4700.943333333334,Furniture,West,14102.83
4,4555.73,0.0,2025,5,2,15,3,18222.92,0.0,4555.73,Accessories,East,18222.92
5,84173.51,0.2,2025,5,2,15,3,420867.55,84173.51000000001,67338.80799999999,Electronics,West,336694.04
5,443.15,0.05,2025,5,2,15,3,2215.75,110.78750000000001,420.992,Stationery,South,2104.96
2,263.0,0.1,2025,5,2,15,3,526.0,52.6,236.7,Stationery,West,473.4
7,28292.94,0.05,2025,5,2,15,3,198050.58,9902.529,26878.292857142857,Electronics,West,188148.05
3,261.84,0.0,2025,5,2,15,3,785.52,0.0,261.84,Stationery,North,785.52
5,30630.9,0.1,2025,5,2,15,3,153154.5,15315.45,27567.809999999998,Electronics,South,137839.05
2,465.23,0.0,2025,5,2,15,3,930.46,0.0,465.23,Stationery,East,930.46
4,5488.04,0.05,2025,5,2,15,3,21952.16,1097.608,5213.6375,Furniture,East,20854.55
2,1788.33,0.1,2025,5,2,15,3,3576.66,357.666,1609.495,Stationery,West,3218.99
4,245.0,0.05,2025,5,2,16,4,980.0,49.0,232.75,Stationery,North,931.0
7,26370.88,0.0,2025,5,2,16,4,184596.16,0.0,26370.88,Electronics,West,184596.16
3,1774.57,0.2,2025,5,2,16,4,5323.71,1064.742,1419.6566666666668,Office Supplies,South,4258.97
1,63431.26,0.05,2025,5,2,16,4,63431.26,3171.563,60259.7,Electronics,West,60259.7
5,1837.09,0.25,2025,5,2,16,4,9185.449999999999,2296.3624999999997,1377.818,Office Supplies,South,6889.09
1,244.81,0.15,2025,5,2,16,4,244.81,36.7215,208.09,Stationery,West,208.09
4,245.62,0.1,2025,5,2,16,4,982.48,98.248,221.0575,Stationery,North,884.23
3,6862.52,0.15,2025,5,2,16,4,20587.56,3088.134,5833.143333333333,Furniture,West,17499.43
2,62984.17,0.0,2025,5,2,16,4,125968.34,0.0,62984.17,Electronics,Central,125968.34
1,32418.36,0.15,2025,5,2,16,4,32418.36,4862.754,27555.61,Electronics,North,27555.61
3,22515.31,0.0,2025,5,2,17,5,67545.93000000001,0.0,22515.309999999998,Electronics,Central,67545.93
2,23113.29,0.15,2025,5,2,17,5,46226.58,6933.987,19646.295,Electronics,West,39292.59
3,459.45,0.0,2025,5,2,17,5,1378.35,0.0,459.45,Stationery,East,1378.35
3,12765.96,0.05,2025,5,2,17,5,38297.88,1914.894,12127.663333333332,Office Supplies,North,36382.99
2,27230.19,0.0,2025,5,2,17,5,54460.38,0.0,27230.19,Electronics,West,54460.38
1,83789.6,0.05,2025,5,2,17,5,83789.6,4189.4800000000005,79600.12,Electronics,South,79600.12
1,81935.09,0.1,2025,5,2,17,5,81935.09,8193.509,73741.58,Electronics,Central,73741.58
3,21880.67,0.05,2025,5,2,17,5,65642.01,3282.1005,20786.63666666667,Electronics,East,62359.91
7,6083.06,0.1,2025,5,2,17,5,42581.420000000006,4258.142000000001,5474.754285714285,Accessories,Central,38323.28
2,26982.81,0.05,2025,5,2,17,5,53965.62,2698.2810000000004,25633.67,Electronics,Central,51267.34
6,1782.98,0.15,2025,5,2,17,5,10697.880000000001,1604.682,1515.5333333333335,Stationery,South,9093.2
1,1818.22,0.1,2025,5,2,17,5,1818.22,181.822,1636.4,Office Supplies,Central,1636.4
2,1817.43,0.1,2025,5,2,17,5,3634.86,363.48600000000005,1635.685,Office Supplies,South,3271.37
2,5351.64,0.05,2025,5,2,18,6,10703.28,535.1640000000001,5084.06,Furniture,East,10168.12
6,1757.4,0.0,2025,5,2,18,6,10544.400000000001,0.0,1757.3999999999999,Office Supplies,North,10544.4
1,6604.78,0.1,2025,5,2,18,6,6604.78,660.4780000000001,5944.3,Accessories,East,5944.3
1,1818.92,0.2,2025,5,2,18,6,1818.92,363.78400000000005,1455.14,Office Supplies,North,1455.14
2,8152.54,0.0,2025,5,2,18,6,16305.08,0.0,8152.54,Furniture,South,16305.08
1,64201.82,0.2,2025,5,2,18,6,64201.82,12840.364000000001,51361.46,Electronics,South,51361.46
1,466.83,0.15,2025,5,2,18,6,466.83,70.02449999999999,396.81,Stationery,North,396.81
3,6440.67,0.0,2025,5,2,18,6,19322.010000000002,0.0,6440.669999999999,Accessories,North,19322.01
3,1617.46,0.0,2025,5,2,18,6,4852.38,0.0,1617.46,Office Supplies,Central,4852.38
2,6882.08,0.25,2025,5,2,18,6,13764.16,3441.04,5161.56,Furniture,West,10323.12
3,3320.11,0.05,2025,5,2,18,6,9960.33,498.0165,3154.103333333333,Accessories,North,9462.31
4,3276.47,0.05,2025,5,2,18,6,13105.88,655.294,3112.6475,Accessories,South,12450.59
6,66355.47,0.0,2025,5,2,18,6,398132.82,0.0,66355.47,Electronics,South,398132.82
3,6518.03,0.25,2025,5,2,18,6,19554.09,4888.5225,4888.5233333333335,Accessories,West,14665.57
6,1804.34,0.05,2025,5,2,18,6,10826.039999999999,541.302,1714.1233333333332,Office Supplies,West,10284.74
3,64848.34,0.15,2025,5,2,18,6,194545.02,29181.752999999997,55121.09,Electronics,West,165363.27
1,4624.28,0.0,2025,5,2,19,0,4624.28,0.0,4624.28,Accessories,East,4624.28
5,4355.61,0.05,2025,5,2,19,0,21778.05,1088.9025,4137.83,Accessories,North,20689.15
2,3155.59,0.15,2025,5,2,19,0,6311.18,946.677,2682.25,Accessories,South,5364.5
7,13069.46,0.1,2025,5,2,19,0,91486.22,9148.622000000001,11762.514285714287,Office Supplies,West,82337.6
4,30089.25,0.2,2025,5,2,19,0,120357.0,24071.4,24071.4,Electronics,East,96285.6
5,4687.05,0.0,2025,5,2,19,0,23435.25,0.0,4687.05,Accessories,North,23435.25
2,3275.1,0.0,2025,5,2,19,0,6550.2,0.0,3275.1,Accessories,North,6550.2
4,249.46,0.05,2025,5,2,19,0,997.84,49.892,236.9875,Stationery,North,947.95
6,441.04,0.2,2025,5,2,19,0,2646.2400000000002,529.248,352.83166666666665,Stationery,West,2116.99
3,6707.65,0.1,2025,5,2,19,0,20122.949999999997,2012.2949999999998,6036.886666666666,Furniture,West,18110.66
1,88667.58,0.0,2025,5,2,19,0,88667.58,0.0,88667.58,Electronics,West,88667.58
1,1878.47,0.25,2025,5,2,19,0,1878.47,469.6175,1408.85,Furniture,West,1408.85
2,6865.71,0.05,2025,5,2,19,0,13731.42,686.571,6522.425,Furniture,West,13044.85
4,3370.36,0.15,2025,5,2,19,0,13481.44,2022.216,2864.805,Accessories,South,11459.22
3,12201.48,0.15,2025,5,2,19,0,36604.44,5490.666,10371.256666666666,Office Supplies,North,31113.77
1,30871.48,0.15,2025,5,2,20,1,30871.48,4630.722,26240.76,Electronics,West,26240.76
1,30265.47,0.25,2025,5,2,20,1,30265.47,7566.3675,22699.1,Electronics,North,22699.1
2,23643.99,0.15,2025,5,2,20,1,47287.98,7093.197,20097.39,Electronics,South,40194.78
2,6632.39,0.05,2025,5,2,20,1,13264.78,663.239,6300.77,Furniture,North,12601.54
1,1844.3,0.1,2025,5,2,20,1,1844.3,184.43,1659.87,Stationery,North,1659.87
1,1839.76,0.0,2025,5,2,20,1,1839.76,0.0,1839.76,Stationery,Central,1839.76
2,248.28,0.0,2025,5,2,20,1,496.56,0.0,248.28,Stationery,West,496.56
1,437.99,0.0,2025,5,2,20,1,437.99,0.0,437.99,Stationery,North,437.99
2,33677.51,0.05,2025,5,2,20,1,67355.02,3367.751,31993.635,Electronics,Central,63987.27
2,6694.48,0.05,2025,5,2,20,1,13388.96,669.448,6359.755,Furniture,East,12719.51
4,3234.92,0.2,2025,5,2,20,1,12939.68,2587.936,2587.935,Accessories,West,10351.74
3,466.92,0.0,2025,5,2,20,1,1400.76,0.0,466.92,Stationery,West,1400.76
2,5467.01,0.25,2025,5,2,20,1,10934.02,2733.505,4100.26,Furniture,West,8200.52
3,21539.96,0.05,2025,5,2,20,1,64619.88,3230.994,20462.963333333333,Electronics,North,61388.89
1,1734.35,0.05,2025,5,2,20,1,1734.35,86.7175,1647.63,Stationery,East,1647.63
5,27623.83,0.0,2025,5,2,21,2,138119.15000000002,0.0,27623.829999999998,Electronics,West,138119.15
1,82198.9,0.1,2025,5,2,21,2,82198.9,8219.89,73979.01,Electronics,Central,73979.01
2,4532.38,0.05,2025,5,2,21,2,9064.76,453.23800000000006,4305.76,Accessories,East,8611.52
2,7156.78,0.05,2025,5,2,21,2,14313.56,715.678,6798.94,Furniture,West,13597.88
6,5419.88,0.0,2025,5,2,21,2,32519.28,0.0,5419.88,Furniture,South,32519.28
3,33586.37,0.0,2025,5,2,21,2,100759.11000000002,0.0,33586.37,Electronics,West,100759.11
1,5499.26,0.05,2025,5,2,21,2,5499.26,274.963,5224.3,Furniture,North,5224.3
4,1688.47,0.05,2025,5,2,21,2,6753.88,337.694,1604.0475,Stationery,East,6416.19
2,263.39,0.2,2025,5,2,21,2,526.78,105.356,210.71,Stationery,South,421.42
7,82104.51,0.0,2025,5,2,21,2,574731.57,0.0,82104.51,Electronics,South,574731.57
2,1803.52,0.2,2025,5,2,21,2,3607.04,721.408,1442.815,Office Supplies,North,2885.63
3,12753.14,0.0,2025,5,2,21,2,38259.42,0.0,12753.14,Office Supplies,North,38259.42
3,6992.47,0.05,2025,5,2,22,3,20977.41,1048.8705,6642.846666666667,Furniture,West,19928.54
1,12525.43,0.0,2025,5,2,22,3,12525.43,0.0,12525.43,Office Supplies,East,12525.43
1,13292.84,0.05,2025,5,2,22,3,13292.84,664.642,12628.2,Office Supplies,North,12628.2
2,1762.93,0.0,2025,5,2,22,3,3525.86,0.0,1762.93,Office Supplies,Central,3525.86
3,67077.69,0.15,2025,5,2,22,3,201233.07,30184.9605,57016.03666666666,Electronics,South,171048.11
1,4344.47,0.0,2025,5,2,22,3,4344.47,0.0,4344.47,Accessories,Central,4344.47
1,85562.6,0.0,2025,5,2,22,3,85562.6,0.0,85562.6,Electronics,West,85562.6
1,6541.02,0.0,2025,5,2,22,3,6541.02,0.0,6541.02,Furniture,East,6541.02
1,922.59,0.0,2025,5,2,22,3,922.59,0.0,922.59,Office Supplies,East,922.59
1,1749.69,0.1,2025,5,2,22,3,1749.69,174.96900000000002,1574.72,Stationery,East,1574.72
5,5469.11,0.0,2025,5,2,22,3,27345.55,0.0,5469.11,Furniture,West,27345.55
3,472.68,0.05,2025,5,2,22,3,1418.04,70.902,449.0466666666667,Stationery,Central,1347.14
2,4548.87,0.0,2025,5,2,23,4,9097.74,0.0,4548.87,Accessories,Central,9097.74
3,5546.23,0.05,2025,5,2,23,4,16638.69,831.9345,5268.92,Furniture,North,15806.76
1,1832.2,0.0,2025,5,2,23,4,1832.2,0.0,1832.2,Office Supplies,West,1832.2
6,8594.01,0.0,2025,5,2,23,4,51564.06,0.0,8594.01,Furniture,West,51564.06
4,876.98,0.05,2025,5,2,23,4,3507.92,175.39600000000002,833.13,Office Supplies,South,3332.52
4,1730.78,0.1,2025,5,2,23,4,6923.12,692.312,1557.7025,Stationery,South,6230.81
5,6616.56,0.2,2025,5,2,23,4,33082.8,6616.560000000001,5293.2480000000005,Accessories,East,26466.24
1,63400.14,0.2,2025,5,2,23,4,63400.14,12680.028,50720.11,Electronics,West,50720.11
5,871.54,0.15,2025,5,2,23,4,4357.7,653.655,740.808,Office Supplies,South,3704.04
4,1741.45,0.15,2025,5,2,23,4,6965.8,1044.87,1480.2325,Furniture,South,5920.93
3,33316.54,0.2,2025,5,2,23,4,99949.62,19989.924,26653.233333333334,Electronics,South,79959.7
2,21910.26,0.15,2025,5,2,23,4,43820.52,6573.0779999999995,18623.72,Electronics,South,37247.44
3,898.88,0.1,2025,5,2,23,4,2696.64,269.664,808.9933333333333,Office Supplies,Central,2426.98
1,1796.48,0.1,2025,5,2,23,4,1796.48,179.64800000000002,1616.83,Office Supplies,East,1616.83
1,4407.47,0.15,2025,5,2,23,4,4407.47,661.1205,3746.35,Accessories,West,3746.35
5,8458.84,0.0,2025,5,2,23,4,42294.2,0.0,8458.84,Furniture,East,42294.2
1,1813.62,0.05,2025,5,2,23,4,1813.62,90.681,1722.94,Furniture,West,1722.94
1,65182.67,0.1,2025,5,2,24,5,65182.67,6518.267,58664.4,Electronics,West,58664.4
2,27071.78,0.0,2025,5,2,24,5,54143.56,0.0,27071.78,Electronics,Central,54143.56
7,449.25,0.0,2025,5,2,24,5,3144.75,0.0,449.25,Stationery,Central,3144.75
3,1768.38,0.1,2025,5,2,24,5,5305.14,530.514,1591.5433333333333,Office Supplies,South,4774.63
1,27770.18,0.1,2025,5,2,24,5,27770.18,2777.018,24993.16,Electronics,West,24993.16
2,6561.11,0.0,2025,5,2,24,5,13122.22,0.0,6561.11,Accessories,East,13122.22
3,1778.3,0.0,2025,5,2,24,5,5334.9,0.0,1778.3,Office Supplies,East,5334.9
4,451.58,0.0,2025,5,2,24,5,1806.32,0.0,451.58,Stationery,North,1806.32
4,1929.59,0.0,2025,5,2,24,5,7718.36,0.0,1929.59,Office Supplies,North,7718.36
2,22200.91,0.0,2025,5,2,24,5,44401.82,0.0,22200.91,Electronics,East,44401.82
1,6544.42,0.15,2025,5,2,24,5,6544.42,981.663,5562.76,Accessories,East,5562.76
2,57788.49,0.15,2025,5,2,24,5,115576.98,17336.547,49120.215,Electronics,East,98240.43
1,461.06,0.0,2025,5,2,24,5,461.06,0.0,461.06,Stationery,West,461.06
2,1818.66,0.05,2025,5,2,25,6,3637.32,181.866,1727.725,Stationery,West,3455.45
1,6667.73,0.15,2025,5,2,25,6,6667.73,1000.1594999999999,5667.57,Accessories,West,5667.57
4,252.25,0.15,2025,5,2,25,6,1009.0,151.35,214.4125,Stationery,West,857.65
1,3079.94,0.2,2025,5,2,25,6,3079.94,615.988,2463.95,Accessories,West,2463.95
1,82927.35,0.05,2025,5,2,25,6,82927.35,4146.3675,78780.98,Electronics,East,78780.98
3,259.36,0.15,2025,5,2,25,6,778.08,116.712,220.45666666666668,Stationery,Central,661.37
1,31982.88,0.0,2025,5,2,25,6,31982.88,0.0,31982.88,Electronics,South,31982.88
1,250.07,0.1,2025,5,2,25,6,250.07,25.007,225.06,Stationery,East,225.06
3,30660.68,0.1,2025,5,2,25,6,91982.04000000001,9198.204000000002,27594.61333333333,Electronics,West,82783.84
1,65738.88,0.0,2025,5,2,25,6,65738.88,0.0,65738.88,Electronics,South,65738.88
6,8347.18,0.0,2025,5,2,25,6,50083.08,0.0,8347.18,Furniture,Central,50083.08
1,262.94,0.0,2025,5,2,25,6,262.94,0.0,262.94,Stationery,West,262.94
1,1786.37,0.05,2025,5,2,26,0,1786.37,89.3185,1697.05,Office Supplies,South,1697.05
8,28491.32,0.05,2025,5,2,26,0,227930.56,11396.528,27066.75375,Electronics,Central,216534.03
2,7049.81,0.05,2025,5,2,26,0,14099.62,704.9810000000001,6697.32,Furniture,North,13394.64
